userId,screen_time_hrs_per_day,gaming_time,social_media_time,data_usage_gb_per_day,addicted
5105,6.39,0.63,0.96,1.87,1
5106,5.85,0.0,0.38,1.09,0
5107,4.25,0.42,3.13,0.59,0
5108,5.5,1.59,1.64,0.84,0
5109,4.37,0.04,0.05,0.1,0
5110,6.45,1.89,0.68,1.33,1
5111,6.33,2.68,0.69,1.24,1
5112,4.7,0.76,0.14,0.5,0
5113,9.33,6.85,2.05,1.99,0
5114,6.4,2.87,0.19,2.07,1
5115,3.99,0.59,0.3,0.32,0
5116,6.24,0.05,6.07,1.32,1
5117,7.11,3.41,0.92,1.14,1
5118,4.79,0.82,0.27,0.37,1
5119,5.28,0.42,0.04,1.16,0
5120,5.72,2.27,0.95,0.6,0
5121,2.46,2.16,0.09,0.18,0
5122,6.91,0.02,0.75,1.3,1
5123,5.33,1.34,0.24,0.21,0
5124,8.45,2.0,1.07,1.49,1
5125,8.56,1.16,1.64,1.68,1
5126,4.4,0.65,0.48,0.97,0
5127,6.96,0.39,0.33,1.17,1
5128,8.48,2.35,4.79,1.53,1
5129,5.73,0.37,4.4,1.17,1
5130,4.47,0.29,0.42,1.34,0
5131,8.13,0.68,0.02,1.27,1
5132,4.27,1.58,0.15,0.1,1
5133,5.64,0.07,2.33,1.05,0
5134,6.04,1.33,3.08,0.61,1
5135,3.41,0.56,1.03,0.54,0
5136,7.99,2.68,0.59,0.99,1
5137,2.98,1.96,0.78,1.43,0
5138,5.5,3.16,0.92,0.57,1
5139,10.05,0.09,1.05,1.71,1
5140,5.53,0.85,0.09,0.81,0
5141,1.11,0.67,0.39,0.23,0
5142,4.16,1.47,0.6,0.41,0
5143,8.24,4.65,1.2,1.61,1
5144,3.21,0.13,0.14,0.66,0
5145,4.41,1.04,3.28,1.2,0
5146,11.69,4.08,4.05,2.01,1
5147,3.23,2.09,0.97,0.26,1
5148,6.45,0.84,2.94,0.98,1
5149,6.4,0.96,0.17,1.57,1
5150,7.77,1.54,2.33,0.45,0
5151,7.09,0.07,3.81,0.72,1
5152,9.56,0.69,0.43,1.0,1
5153,5.41,0.19,0.77,1.85,0
5154,6.82,2.44,0.1,1.59,1
5155,3.79,1.31,1.14,1.65,0
5156,7.74,3.64,1.79,1.06,1
5157,3.38,0.08,0.18,0.59,0
5158,7.1,0.91,0.09,1.6,1
5159,7.57,4.2,0.14,0.92,1
5160,4.76,3.26,1.01,1.15,0
5161,6.59,0.56,2.19,0.97,1
5162,8.78,0.74,2.98,1.38,1
5163,8.81,6.14,1.78,1.8,1
5164,2.02,0.19,0.03,0.1,0
5165,4.69,3.58,0.31,1.36,0
5166,8.73,0.6,3.13,1.13,1
5167,5.77,1.53,1.87,0.99,0
5168,7.02,4.31,1.21,1.25,1
5169,6.59,5.23,0.59,0.72,1
5170,6.04,1.11,0.76,1.58,1
5171,6.72,0.44,0.12,0.57,1
5172,12.0,0.02,0.42,1.97,1
5173,1.4,0.21,0.37,0.65,0
5174,6.0,2.64,2.1,0.51,1
5175,3.94,0.31,0.19,0.42,0
5176,6.34,0.23,6.07,0.77,1
5177,6.43,0.19,0.96,0.49,1
5178,7.41,0.44,1.19,1.44,1
5179,4.4,0.09,3.01,0.9,1
5180,2.56,1.09,0.98,0.26,0
5181,4.25,0.36,1.14,1.29,0
5182,4.79,0.46,0.94,0.35,0
5183,6.55,1.19,1.22,0.55,1
5184,5.93,0.19,0.33,1.01,0
5185,2.41,1.43,0.97,0.67,0
5186,3.33,0.85,0.8,0.87,0
5187,4.77,0.9,3.41,1.07,1
5188,4.86,0.72,0.9,0.5,1
5189,4.85,0.2,1.04,0.7,0
5190,6.92,1.36,4.18,1.0,1
5191,6.06,1.76,0.51,1.97,1
5192,6.44,3.81,2.11,1.43,1
5193,8.68,4.36,1.24,1.87,1
5194,1.05,0.08,0.3,0.1,0
5195,5.58,0.34,2.81,1.26,0
5196,6.71,3.61,1.4,1.24,1
5197,4.98,0.16,1.74,0.1,0
5198,2.26,0.65,0.85,0.86,0
5199,5.62,2.72,1.59,0.83,1
5200,10.36,0.33,0.13,1.67,1
5201,4.92,0.5,0.89,0.85,0
5202,7.03,0.28,3.03,1.54,1
5203,7.44,2.84,1.43,0.74,1
5204,2.85,0.7,1.32,0.22,0
5205,2.68,0.69,0.07,0.1,0
5206,7.03,3.29,2.15,0.38,1
5207,6.58,3.43,0.51,1.46,1
5208,6.35,2.45,1.95,2.06,1
5209,9.1,1.27,6.71,1.17,1
5210,7.14,0.79,0.62,1.04,1
5211,3.83,1.17,1.43,1.4,0
5212,3.69,2.55,0.01,0.88,0
5213,2.76,0.5,0.92,0.19,0
5214,7.05,2.05,1.33,1.48,0
5215,7.98,1.65,1.41,1.14,1
5216,5.58,1.89,1.54,0.89,0
5217,8.8,1.51,5.1,1.51,1
5218,7.13,0.33,0.06,1.09,1
5219,6.92,1.93,1.42,1.82,1
5220,8.04,2.46,2.27,0.9,1
5221,2.36,0.02,0.21,0.68,0
5222,5.32,1.67,2.35,1.65,0
5223,5.34,0.67,0.07,1.17,0
5224,8.1,4.83,2.59,1.74,1
5225,6.42,0.09,1.92,1.08,1
5226,7.3,5.79,0.17,1.71,0
5227,6.3,0.36,3.44,0.77,1
5228,5.4,0.52,0.75,0.89,0
5229,8.05,0.38,1.64,1.8,1
5230,5.53,0.49,0.55,0.68,0
5231,10.25,3.64,0.1,1.59,1
5232,10.17,0.82,1.12,1.31,1
5233,5.13,2.64,1.25,0.73,0
5234,7.78,0.27,1.88,1.63,1
5235,4.23,2.42,0.65,0.1,0
5236,7.07,1.95,2.35,1.99,1
5237,7.73,2.09,3.94,0.29,1
5238,4.79,0.41,0.68,0.37,1
5239,4.89,0.41,2.93,0.49,0
5240,6.53,0.14,0.06,0.56,1
5241,3.66,1.29,0.32,0.59,0
5242,1.64,0.67,0.87,0.28,0
5243,7.47,3.7,0.01,1.7,1
5244,4.32,0.51,1.41,0.62,0
5245,7.48,4.24,2.13,0.35,1
5246,7.08,0.76,0.37,1.04,1
5247,7.43,1.01,0.19,1.17,1
5248,3.28,0.35,1.25,0.61,0
5249,6.41,2.72,2.84,1.49,1
5250,5.13,0.25,0.13,1.47,0
5251,5.22,1.48,0.05,0.75,0
5252,4.87,0.53,2.87,0.69,1
5253,7.21,1.55,0.43,1.12,1
5254,6.3,0.72,3.44,1.11,1
5255,9.16,2.72,5.29,0.97,1
5256,9.61,7.97,1.45,1.45,1
5257,10.4,5.39,3.74,1.8,1
5258,5.23,1.84,0.76,0.89,0
5259,5.83,0.55,4.97,0.63,1
5260,2.8,0.94,0.09,0.78,0
5261,8.34,1.6,1.38,0.86,1
5262,4.83,1.68,0.25,1.07,1
5263,3.54,0.02,0.19,0.8,0
5264,5.84,1.4,2.5,0.56,0
5265,3.55,0.33,1.32,1.32,0
5266,4.63,1.03,2.24,0.41,0
5267,4.98,0.29,0.34,0.41,0
5268,5.79,0.61,4.94,0.7,1
5269,4.88,0.48,1.01,0.79,0
5270,5.4,2.03,0.53,0.86,1
5271,2.46,0.33,0.99,0.1,0
5272,10.2,4.16,5.6,1.08,1
5273,1.08,0.42,0.1,0.43,0
5274,6.91,3.78,0.32,0.88,1
5275,2.92,0.05,0.08,0.93,0
5276,4.13,0.38,2.52,1.01,0
5277,4.73,0.49,1.84,1.19,0
5278,5.55,2.76,0.39,0.92,0
5279,7.68,1.9,3.06,0.79,1
5280,7.29,0.07,0.02,1.03,1
5281,5.01,1.45,1.82,1.29,1
5282,8.35,8.04,0.25,1.53,1
5283,5.73,3.09,0.43,0.95,0
5284,4.45,1.4,0.79,0.23,0
5285,7.34,4.87,1.4,0.68,1
5286,7.69,1.01,1.8,2.03,0
5287,7.12,0.07,0.08,0.28,1
5288,5.11,1.99,3.07,0.99,1
5289,6.9,2.91,3.17,0.52,1
5290,3.51,0.29,0.71,0.1,0
5291,5.02,1.12,3.17,0.39,1
5292,8.08,1.63,3.6,1.98,1
5293,7.04,0.23,3.85,0.66,1
5294,6.34,3.36,1.33,0.85,1
5295,5.82,0.15,0.42,0.75,0
5296,7.48,0.2,0.12,0.67,1
5297,7.31,0.13,0.82,0.7,1
5298,6.66,2.82,3.46,1.16,1
5299,8.49,0.31,4.26,0.99,1
5300,3.78,2.75,0.3,0.21,0
5301,4.5,0.9,0.95,0.72,1
5302,7.16,3.28,3.73,1.18,1
5303,5.28,0.01,0.01,0.2,1
5304,6.81,2.78,1.12,1.77,1
5305,7.36,0.79,0.94,1.31,1
5306,3.46,0.06,0.01,0.5,0
5307,4.41,1.75,0.82,0.89,0
5308,1.96,0.3,1.0,0.1,0
5309,9.71,2.0,0.7,0.94,1
5310,3.7,1.05,2.22,0.8,0
5311,4.58,1.78,0.36,0.92,1
5312,4.14,0.85,1.77,0.55,0
5313,8.68,2.0,5.28,1.39,1
5314,4.09,0.4,0.48,1.04,0
5315,6.93,2.39,1.8,1.29,1
5316,7.12,1.83,0.45,1.81,1
5317,4.09,1.75,0.36,0.21,0
5318,5.87,2.26,2.12,0.51,1
5319,8.39,3.07,5.24,1.32,1
5320,6.19,2.28,2.39,1.26,1
5321,6.59,1.3,2.52,1.52,1
5322,4.29,0.04,1.96,1.02,0
5323,3.59,0.39,0.7,1.17,0
5324,7.27,0.67,1.6,1.48,1
5325,4.29,2.46,1.38,0.1,0
5326,3.64,1.69,0.29,0.4,0
5327,6.99,0.02,0.85,0.59,1
5328,7.07,0.87,4.18,1.42,1
5329,3.69,0.13,2.77,1.01,0
5330,5.42,1.73,0.24,0.57,1
5331,9.93,1.58,3.1,2.03,1
5332,4.65,0.02,2.27,0.85,0
5333,4.21,0.07,0.52,0.82,0
5334,4.21,3.73,0.34,0.11,1
5335,7.87,5.09,2.72,1.11,1
5336,6.84,0.73,0.26,0.89,1
5337,4.76,0.57,3.51,0.73,1
5338,9.17,3.29,3.58,1.98,1
5339,8.86,2.06,1.01,1.8,1
5340,1.83,0.59,0.4,0.67,0
5341,6.25,2.22,1.38,0.74,1
5342,4.72,0.43,3.68,1.16,1
5343,7.11,0.12,3.61,1.7,1
5344,5.04,2.53,0.57,0.54,0
5345,8.21,1.41,0.64,1.22,0
5346,5.86,3.39,2.15,0.3,1
5347,4.84,2.28,0.16,0.79,0
5348,4.69,2.66,0.34,1.35,0
5349,6.86,1.44,0.51,1.3,1
5350,8.45,5.76,2.03,1.12,1
5351,4.3,0.42,0.43,0.24,0
5352,3.89,0.43,0.55,0.71,0
5353,4.47,0.31,3.06,0.83,0
5354,6.91,1.45,2.99,1.23,1
5355,7.08,4.19,1.77,0.54,1
5356,3.59,1.34,0.9,1.39,0
5357,7.87,1.36,2.65,1.26,1
5358,6.9,0.15,0.81,0.87,1
5359,6.9,1.01,0.15,2.13,1
5360,7.14,0.1,0.01,1.42,1
5361,4.24,1.01,1.85,0.59,0
5362,10.08,1.62,3.35,1.45,1
5363,7.93,0.67,6.1,1.91,1
5364,6.85,0.1,1.36,0.95,0
5365,6.32,2.95,1.95,1.35,1
5366,4.5,0.01,0.22,0.43,0
5367,8.39,2.46,4.88,1.8,1
5368,7.99,1.33,0.16,1.63,0
5369,5.93,0.15,3.5,0.1,0
5370,6.38,0.54,0.86,1.69,1
5371,6.04,0.21,0.1,0.58,1
5372,6.99,0.29,2.95,1.44,1
5373,5.67,1.03,4.07,1.6,1
5374,7.3,1.39,4.0,0.75,1
5375,7.75,5.84,0.68,1.09,1
5376,5.33,0.16,0.99,0.4,0
5377,8.72,0.99,0.62,0.97,1
5378,6.97,3.41,1.32,1.01,1
5379,2.44,1.01,0.7,0.55,0
5380,5.92,1.46,0.9,1.02,0
5381,4.6,0.93,3.05,0.39,0
5382,7.11,1.76,0.14,0.1,1
5383,4.6,0.3,0.11,0.79,0
5384,4.15,0.69,0.25,0.62,1
5385,4.95,2.14,1.34,0.76,0
5386,5.34,0.02,1.22,0.72,0
5387,6.05,1.39,0.16,0.97,1
5388,5.67,1.59,1.99,0.52,0
5389,7.34,2.59,0.02,1.48,1
5390,4.28,0.41,1.62,0.53,0
5391,6.2,0.62,2.27,1.39,1
5392,4.53,0.51,0.76,1.09,0
5393,9.69,5.58,1.95,1.94,1
5394,3.54,0.93,0.31,0.51,0
5395,4.32,1.21,1.67,0.52,0
5396,8.38,0.47,0.62,1.08,1
5397,1.99,0.17,1.4,0.52,0
5398,4.89,2.53,1.97,0.51,1
5399,7.06,2.22,4.32,1.11,0
5400,7.59,5.46,1.26,1.16,1
5401,6.55,0.96,4.59,1.56,1
5402,4.53,0.95,0.51,0.76,0
5403,7.78,0.02,0.15,1.71,1
5404,4.85,0.4,0.0,0.9,0
5405,5.01,0.22,1.24,0.91,0
5406,5.25,3.29,1.13,0.32,1
5407,3.53,0.14,0.29,0.1,0
5408,3.45,0.19,1.15,0.85,0
5409,6.68,3.82,0.38,0.67,1
5410,5.54,3.62,0.68,0.26,1
5411,3.02,1.04,0.89,0.31,0
5412,6.87,0.84,3.97,0.57,1
5413,3.73,0.17,1.45,1.09,0
5414,4.35,3.48,0.09,1.33,0
5415,3.47,1.86,1.44,1.01,0
5416,8.21,3.07,0.83,1.63,1
5417,4.09,2.35,0.23,0.5,0
5418,6.24,0.87,0.04,1.02,0
5419,4.32,1.49,0.72,0.72,0
5420,3.9,1.25,1.74,0.85,0
5421,6.81,0.05,0.13,1.15,1
5422,6.22,2.19,2.8,0.79,0
5423,5.26,4.11,0.19,0.95,1
5424,7.64,6.58,0.88,0.69,1
5425,8.13,2.58,1.22,1.15,1
5426,4.76,0.31,1.27,0.21,0
5427,5.28,2.33,0.33,1.51,0
5428,7.69,0.37,1.17,1.33,1
5429,7.73,0.58,6.57,0.78,1
5430,3.42,0.57,0.07,1.04,1
5431,4.39,0.07,0.04,1.07,0
5432,7.15,0.26,0.33,0.77,1
5433,5.12,0.43,0.09,0.37,0
5434,8.35,0.09,0.53,1.03,1
5435,4.48,3.02,0.67,1.2,0
5436,7.05,0.18,1.74,1.06,1
5437,5.99,0.26,4.93,1.32,1
5438,9.27,0.68,2.1,1.25,0
5439,3.89,0.85,0.29,0.71,0
5440,7.06,2.81,2.8,0.95,1
5441,5.61,0.02,0.03,0.33,0
5442,6.49,0.87,5.37,0.61,1
5443,4.9,0.26,4.1,1.21,1
5444,3.88,1.02,0.28,0.1,0
5445,3.15,0.06,0.24,1.53,0
5446,6.56,2.46,0.16,0.73,1
5447,7.13,2.09,0.5,1.7,1
5448,6.61,2.57,2.8,1.42,1
5449,6.44,3.33,2.53,1.19,1
5450,7.9,0.11,0.2,1.41,1
5451,7.0,4.11,1.66,0.75,1
5452,7.48,0.26,0.03,2.3,1
5453,4.24,1.35,1.8,0.41,0
5454,5.95,0.29,1.64,0.68,0
5455,6.64,2.7,2.78,1.8,1
5456,6.29,1.69,0.03,0.89,0
5457,5.76,0.2,4.8,1.11,1
5458,4.45,1.45,1.39,0.58,1
5459,7.32,2.47,3.85,1.94,1
5460,3.02,2.48,0.4,0.1,0
5461,4.36,0.88,0.35,1.52,0
5462,7.71,2.96,0.94,1.11,1
5463,6.58,0.37,1.92,1.06,1
5464,2.81,0.23,1.02,0.88,0
5465,7.7,0.65,3.14,1.07,1
5466,3.7,0.35,3.04,0.51,0
5467,8.44,1.91,1.59,1.22,1
5468,4.96,0.33,1.23,0.6,0
5469,3.21,0.4,1.6,0.32,1
5470,5.2,2.04,0.7,0.92,0
5471,7.57,0.34,5.04,1.21,1
5472,6.52,5.4,1.0,1.37,1
5473,3.17,0.45,0.35,0.13,0
5474,4.96,1.9,1.61,0.75,0
5475,7.95,0.34,4.1,1.25,1
5476,4.11,1.01,1.14,0.17,0
5477,7.34,1.85,3.86,0.73,1
5478,7.38,1.3,0.02,0.84,1
5479,4.32,0.2,0.65,0.64,0
5480,6.78,0.38,2.47,1.26,1
5481,9.59,0.43,1.62,1.44,1
5482,4.08,2.66,0.7,0.43,0
5483,7.42,1.27,2.84,1.33,1
5484,6.69,1.45,2.5,1.24,1
5485,6.41,0.04,0.01,1.28,1
5486,7.04,2.88,1.18,0.6,1
5487,8.29,1.84,4.72,1.56,1
5488,5.41,0.59,2.74,0.83,0
5489,5.33,0.12,0.45,0.96,0
5490,5.55,4.12,0.21,1.06,1
5491,8.67,0.06,0.03,1.65,1
5492,4.54,0.97,1.75,0.72,0
5493,2.46,0.41,0.45,0.26,0
5494,7.05,0.98,0.17,1.79,1
5495,7.84,1.59,0.18,1.61,1
5496,6.18,1.34,0.64,1.36,1
5497,8.92,4.31,4.33,1.38,1
5498,8.21,0.09,0.5,1.65,1
5499,11.17,2.58,5.39,1.31,0
5500,5.27,0.65,2.22,1.52,0
5501,5.26,1.32,0.66,1.53,0
5502,7.92,3.53,1.35,0.69,1
5503,1.69,0.05,0.87,0.45,0
5504,9.66,2.83,2.78,1.42,1
5505,4.06,2.06,0.42,0.11,0
5506,2.77,0.05,1.34,0.73,1
5507,5.52,2.77,0.75,0.37,0
5508,7.73,0.44,2.11,1.39,1
5509,6.69,0.04,0.58,1.02,1
5510,6.03,4.54,0.03,1.09,1
5511,7.69,0.71,0.51,1.54,1
5512,5.73,3.23,1.39,0.59,1
5513,9.03,1.95,4.92,1.68,1
5514,6.11,4.33,0.45,0.74,0
5515,7.18,0.18,2.78,1.53,1
5516,9.27,1.17,5.03,1.44,1
5517,5.11,0.25,1.11,0.63,0
5518,11.39,6.48,2.94,1.75,0
5519,7.74,3.88,2.24,1.25,0
5520,8.11,3.1,2.29,1.49,1
5521,5.51,0.23,1.01,1.11,0
5522,8.33,2.61,0.05,1.95,1
5523,3.76,2.7,0.62,0.77,0
5524,10.97,0.45,3.14,1.86,1
5525,7.91,0.35,0.58,1.85,1
5526,9.23,1.55,0.46,1.96,1
5527,6.3,1.77,0.74,0.71,1
5528,5.19,0.32,0.73,0.34,0
5529,7.19,0.82,0.18,1.28,1
5530,4.4,2.46,0.07,0.33,0
5531,7.2,3.42,3.67,0.61,1
5532,8.48,0.02,0.59,1.14,1
5533,6.36,0.03,0.09,1.28,1
5534,3.81,0.51,1.48,0.53,0
5535,6.38,0.25,5.17,0.83,1
5536,9.71,0.07,4.23,2.34,0
5537,3.56,0.41,1.47,0.85,0
5538,7.08,2.3,3.09,1.11,1
5539,8.9,5.51,1.79,1.28,1
5540,3.0,0.06,0.18,0.66,0
5541,7.21,3.64,1.62,1.62,1
5542,3.44,1.34,1.47,0.79,0
5543,7.08,0.52,0.06,1.22,1
5544,5.08,1.42,1.47,0.1,0
5545,4.29,4.08,0.02,0.72,1
5546,5.69,1.06,0.31,1.2,0
5547,7.01,1.75,0.83,0.77,1
5548,3.73,0.31,2.33,0.71,0
5549,7.11,1.25,0.05,0.89,1
5550,4.68,3.25,1.34,0.59,1
5551,6.88,3.18,0.27,0.95,1
5552,5.17,1.12,2.78,1.56,1
5553,5.76,3.54,1.84,0.44,1
5554,9.1,7.02,1.21,1.76,1
5555,7.94,4.19,1.23,1.67,1
5556,3.93,1.32,1.28,0.91,0
5557,6.52,1.45,1.86,1.03,1
5558,6.7,0.11,0.6,1.15,1
5559,6.72,1.08,0.74,1.23,1
5560,6.48,0.06,0.66,0.92,1
5561,4.05,0.65,0.44,0.78,0
5562,10.05,0.82,1.27,0.61,1
5563,5.01,0.32,0.02,0.6,1
5564,7.38,1.53,0.8,0.78,1
5565,2.3,0.4,1.16,0.8,0
5566,6.14,0.15,1.4,0.3,1
5567,7.07,2.6,1.27,1.16,0
5568,8.25,2.83,4.32,1.39,1
5569,8.46,1.82,1.66,1.65,1
5570,6.54,0.13,0.02,1.22,1
5571,5.25,0.29,2.78,1.34,0
5572,4.69,3.08,0.35,1.06,0
5573,6.85,0.93,3.25,0.76,1
5574,6.28,1.64,0.77,0.92,1
5575,9.25,1.12,3.75,1.77,1
5576,9.66,4.81,2.9,1.41,1
5577,5.65,0.0,0.01,0.11,0
5578,7.49,0.71,1.37,1.0,1
5579,7.27,0.59,0.05,1.45,1
5580,6.0,1.05,1.32,0.78,0
5581,1.81,0.12,0.23,0.3,0
5582,6.15,1.35,2.98,1.05,0
5583,6.02,0.9,0.5,1.0,1
5584,7.19,1.04,0.84,0.92,1
5585,8.33,0.65,2.36,1.71,1
5586,8.2,6.1,1.84,1.7,0
5587,4.85,0.55,0.27,0.68,0
5588,7.54,1.62,1.68,1.5,1
5589,5.11,1.66,2.24,0.82,0
5590,6.39,0.15,1.43,0.79,1
5591,8.25,0.61,0.48,0.74,1
5592,8.62,1.04,6.83,0.82,1
5593,6.46,0.18,1.83,1.13,1
5594,3.86,0.75,0.9,1.43,0
5595,7.1,3.77,1.13,1.65,1
5596,3.83,2.37,0.5,0.9,1
5597,11.17,1.37,0.74,2.31,1
5598,4.45,3.08,1.34,0.57,1
5599,6.57,0.1,2.44,0.47,1
5600,7.24,6.43,0.73,1.23,1
5601,8.74,1.96,1.32,0.73,1
5602,8.86,0.77,0.91,2.32,1
5603,5.68,2.21,2.99,1.68,1
5604,3.38,0.09,2.5,0.69,0
5605,2.12,0.12,0.48,0.1,0
5606,8.86,0.45,0.24,0.82,1
5607,7.83,0.32,4.18,1.25,1
5608,10.42,6.77,1.93,1.04,1
5609,9.14,0.17,0.56,1.73,1
5610,6.08,0.08,1.59,1.57,1
5611,8.38,5.54,0.22,1.99,1
5612,5.69,4.3,1.17,1.29,1
5613,8.02,0.3,2.88,1.59,1
5614,4.74,0.36,2.63,0.92,0
5615,4.42,2.82,0.09,0.65,0
5616,5.59,0.09,0.01,0.24,1
5617,8.07,0.66,1.22,2.13,1
5618,7.57,4.85,0.17,1.02,1
5619,9.5,0.05,2.68,1.55,1
5620,4.44,0.42,0.39,0.67,0
5621,7.54,0.62,0.9,1.6,0
5622,8.82,0.58,2.94,1.21,1
5623,3.91,1.47,0.01,0.81,0
5624,6.91,1.09,4.34,1.59,1
5625,7.23,3.36,1.37,1.03,1
5626,6.2,3.86,1.37,1.27,1
5627,6.17,2.41,0.65,0.49,1
5628,3.26,0.77,0.27,0.1,0
5629,5.34,3.75,1.08,0.44,1
5630,5.23,0.11,1.57,0.51,0
5631,7.73,0.07,1.02,1.9,1
5632,5.88,1.79,0.18,0.93,0
5633,8.46,0.0,0.06,0.78,1
5634,8.54,1.31,0.16,1.76,1
5635,4.65,1.81,1.32,0.59,0
5636,5.1,0.32,0.05,0.44,0
5637,8.18,0.21,4.31,1.8,1
5638,2.8,0.13,0.15,0.39,0
5639,3.1,0.0,2.6,0.61,0
5640,4.43,0.82,1.95,1.06,0
5641,6.94,2.29,0.63,0.98,1
5642,5.52,1.66,0.21,0.6,0
5643,8.51,1.86,1.3,1.57,1
5644,10.1,0.81,4.17,1.16,1
5645,2.81,0.7,1.96,0.45,0
5646,5.51,0.31,0.06,0.98,0
5647,3.69,1.33,1.82,0.55,0
5648,6.3,0.19,0.54,0.76,1
5649,3.66,1.99,0.89,0.71,0
5650,7.62,0.21,2.06,1.22,0
5651,6.49,0.85,0.39,0.87,1
5652,3.55,0.78,1.83,0.26,0
5653,7.89,0.64,4.84,1.72,1
5654,8.11,0.16,1.69,0.97,1
5655,8.01,0.09,2.41,1.01,1
5656,4.48,0.57,0.61,0.9,0
5657,6.03,5.1,0.23,0.68,1
5658,7.81,1.36,4.95,1.49,1
5659,6.37,2.5,3.8,1.04,1
5660,5.86,0.26,0.54,1.23,0
5661,7.91,3.02,0.32,1.53,1
5662,5.99,0.0,0.07,1.15,0
5663,6.35,0.25,0.4,1.54,1
5664,4.88,0.18,1.64,0.28,0
5665,8.61,0.38,0.04,1.3,0
5666,6.53,2.87,2.85,1.86,1
5667,4.76,3.34,1.11,1.18,1
5668,4.7,0.09,0.08,0.8,0
5669,1.16,0.07,0.09,0.1,0
5670,4.05,0.28,0.28,1.35,0
5671,3.21,0.02,0.28,0.52,0
5672,3.73,2.75,0.59,0.25,0
5673,4.49,0.14,0.04,1.39,0
5674,8.7,0.27,4.56,1.44,1
5675,2.0,0.39,0.81,0.32,0
5676,5.11,0.54,1.17,1.05,0
5677,7.03,0.22,4.18,1.13,1
5678,7.29,0.5,0.54,1.82,1
5679,7.21,3.6,0.08,0.66,1
5680,5.86,0.46,0.4,1.53,0
5681,5.12,1.02,3.95,0.81,1
5682,8.09,1.25,1.64,1.21,1
5683,9.38,4.35,0.09,1.03,1
5684,5.81,0.99,2.38,0.57,0
5685,4.77,0.54,2.58,0.97,0
5686,2.51,0.27,0.14,0.77,0
5687,8.83,1.03,1.14,1.55,1
5688,6.93,4.37,2.52,0.65,1
5689,7.58,5.38,1.17,1.09,1
5690,3.65,0.67,1.27,1.28,1
5691,5.31,1.35,0.07,0.17,1
5692,5.08,0.15,3.16,0.61,0
5693,6.04,4.99,0.79,1.47,1
5694,7.19,1.55,1.75,1.15,1
5695,7.56,0.65,2.5,1.82,1
5696,6.04,1.81,3.42,0.96,1
5697,6.55,0.17,4.53,1.26,1
5698,6.67,3.3,1.43,0.48,0
5699,8.11,0.62,6.5,1.02,1
5700,3.46,0.43,0.87,0.1,0
5701,5.91,1.28,0.04,0.84,0
5702,5.54,0.61,0.93,0.36,0
5703,10.13,5.83,3.48,1.89,1
5704,4.59,2.95,0.01,0.16,0
5705,5.29,2.98,0.76,1.02,0
5706,3.73,3.37,0.05,0.18,0
5707,9.42,2.02,4.08,1.25,1
5708,6.12,1.62,2.82,0.6,1
5709,5.33,0.36,0.27,0.57,0
5710,6.87,1.31,1.37,1.26,1
5711,6.34,0.12,0.78,1.06,1
5712,5.8,4.75,0.78,1.13,1
5713,4.79,2.32,1.41,0.52,1
5714,3.14,1.73,0.42,0.39,0
5715,4.64,0.49,0.89,0.2,0
5716,1.85,1.52,0.12,0.27,0
5717,5.73,0.04,2.95,0.92,1
5718,1.48,0.33,0.17,0.1,0
5719,4.67,1.36,0.6,0.24,1
5720,5.31,3.77,0.59,0.63,1
5721,7.28,2.58,0.54,1.05,1
5722,6.53,2.33,1.39,0.58,1
5723,6.61,3.5,2.94,1.22,0
5724,4.79,0.47,0.44,1.36,0
5725,6.6,2.38,0.38,0.98,1
5726,4.26,3.43,0.04,0.11,0
5727,4.52,0.19,1.3,1.43,0
5728,6.44,0.39,0.6,1.22,0
5729,8.04,5.25,1.1,1.67,1
5730,4.7,0.3,0.58,0.92,0
5731,4.2,2.27,0.49,1.12,0
5732,6.24,0.0,0.31,1.21,1
5733,6.53,1.58,0.34,1.8,1
5734,4.1,1.86,1.77,0.68,0
5735,2.52,0.53,0.8,0.1,0
5736,5.38,2.18,0.93,1.17,0
5737,4.94,0.09,3.0,1.04,0
5738,4.86,2.59,1.41,0.43,0
5739,6.01,3.22,1.49,1.62,1
5740,4.18,0.4,0.74,0.93,0
5741,8.9,0.51,3.78,1.42,1
5742,4.18,0.29,2.5,0.1,0
5743,3.92,0.35,0.75,0.7,1
5744,7.41,5.62,1.56,1.33,1
5745,7.54,0.1,1.43,1.17,1
5746,5.77,1.35,0.53,0.6,0
5747,1.0,0.02,0.07,0.1,0
5748,6.86,2.17,0.01,1.3,1
5749,5.19,3.57,0.07,0.99,1
5750,4.17,0.43,3.59,0.75,1
5751,5.63,1.08,1.01,0.76,0
5752,2.77,0.17,2.45,1.3,0
5753,4.15,0.09,0.84,0.87,0
5754,6.59,4.03,2.13,0.56,1
5755,5.88,1.79,0.66,1.26,0
5756,5.38,0.09,0.07,1.35,0
5757,5.38,0.02,0.51,0.49,1
5758,3.72,2.36,0.2,0.52,0
5759,4.8,0.11,0.31,0.94,0
5760,6.81,0.86,4.72,1.1,1
5761,8.81,0.0,3.16,1.7,1
5762,2.79,0.13,0.18,0.78,0
5763,8.91,4.23,0.6,2.26,1
5764,4.84,1.09,1.06,1.22,0
5765,4.54,0.66,3.27,0.89,0
5766,9.21,1.16,3.25,1.4,1
5767,5.77,4.46,0.5,1.36,1
5768,10.08,0.81,0.73,1.87,0
